nome,score_tech_legale,score_geografia,numero_articoli
Noyb (Privacy UE),0.037332310933588006,0.012819928914752324,1
The Good Lobby Italia,0.0721175662037546,-0.0775400078952485,4
EDRi (Europa),0.06516847207007041,0.016400036450268465,3
